Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA140740,02/01/2017 21:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,36
JA140664,02/03/2017 16:45,BATTERY,APARTMENT,TRUE,FALSE,3,8
JA140785,01/30/2017 08:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,25,31
JA140751,02/03/2017 18:45,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,11,24
JA140807,02/03/2017 11:00,CRIMINAL DAMAGE,STREET,FALSE,FALSE,8,23
JA139698,02/02/2017 07:30,BURGLARY,RESIDENCE,FALSE,FALSE,4,8
JA140790,02/03/2017 19:30,MOTOR VEHICLE THEFT,GAS STATION,FALSE,FALSE,18,27
JA140797,01/20/2017 09:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,20,47
JA140741,02/03/2017 09:00,THEFT,HOTEL/MOTEL,FALSE,FALSE,7,16
JA140481,02/02/2017 20:00,THEFT,APARTMENT,FALSE,FALSE,19,32
JA140600,02/02/2017 07:00,THEFT,STREET,FALSE,FALSE,3,6
JA140590,01/31/2017 03:30:00 PM,DECEPTIVE PRACTICE,,FALSE,FALSE,15,29
JA140468,02/02/2017 09:00,THEFT,RESTAURANT,FALSE,FALSE,1,2
JA140676,02/02/2017 17:40,DECEPTIVE PRACTICE,,FALSE,FALSE,3,20
JA140423,02/01/2017 22:30,DECEPTIVE PRACTICE,,FALSE,FALSE,24,50
JA140585,02/01/2017 00:00,DECEPTIVE PRACTICE,,FALSE,FALSE,9,11
JA140490,02/02/2017 13:30,THEFT,APARTMENT,FALSE,FALSE,14,1
JA140593,02/01/2017 02:10,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2,3
JA140596,01/24/2017 08:00:00 AM,DECEPTIVE PRACTICE,,FALSE,FALSE,16,41
JA140648,02/03/2017 09:00,DECEPTIVE PRACTICE,,FALSE,FALSE,9,14
JA140487,02/03/2017 15:35,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,7,6
JA140677,02/03/2017 08:00,THEFT,STREET,FALSE,FALSE,17,30
JA140732,02/03/2017 18:15,THEFT,DEPARTMENT STORE,TRUE,FALSE,8,13
JA137921,01/27/2017 12:00:00 PM,THEFT,STREET,FALSE,FALSE,4,8
JA140701,02/03/2017 08:00,THEFT,STREET,FALSE,FALSE,12,27
JA140831,02/03/2017 20:17,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,16,45
JA140712,02/02/2017 22:00,THEFT,RESIDENCE,FALSE,FALSE,6,18
JA140834,02/03/2017 19:10,NARCOTICS,ALLEY,TRUE,FALSE,11,27
JA140806,02/03/2017 19:29,CRIMINAL TRESPASS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,10,24
JA140787,02/03/2017 19:20,NARCOTICS,SIDEWALK,TRUE,FALSE,11,28
JA140614,01/30/2017 05:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,4,10
JA140781,02/01/2017 06:45,THEFT,RESIDENCE,FALSE,FALSE,9,11
JA140809,02/03/2017 19:45,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,12,25
JA140627,01/16/2017 11:32:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,9,14
JA140678,02/03/2017 14:00,BATTERY,RESIDENCE,FALSE,FALSE,24,48
JA140680,01/30/2017 09:00:00 AM,THEFT,RESIDENCE,FALSE,FALSE,16,38
JA140597,02/03/2017 07:00,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,8,14
JA140824,02/02/2017 19:30,THEFT,STREET,FALSE,FALSE,14,1
JA140673,02/01/2017 14:00,THEFT,ATHLETIC CLUB,FALSE,FALSE,1,2
JA140599,02/02/2017 23:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,20,40
JA140786,02/03/2017 10:15,BURGLARY,RESIDENCE,FALSE,FALSE,25,30
JA140629,02/03/2017 14:31,PUBLIC PEACE VIOLATION,APARTMENT,TRUE,FALSE,10,24
JA140813,02/03/2017 19:42,NARCOTICS,SIDEWALK,TRUE,FALSE,11,2
JA140689,01/26/2017 11:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,20,47
JA140844,02/03/2017 09:16,BURGLARY,RESIDENCE,FALSE,FALSE,2,4
JA140810,02/03/2017 19:38,NARCOTICS,STREET,TRUE,FALSE,6,21
JA140335,02/03/2017 13:30,THEFT,STREET,FALSE,FALSE,10,12
JA139714,02/02/2017 04:25,THEFT,SIDEWALK,FALSE,FALSE,14,1
JA140765,02/03/2017 18:50,BATTERY,RESIDENCE,TRUE,TRUE,8,23
JA140607,02/03/2017 16:22,NARCOTICS,STREET,TRUE,FALSE,4,8
JA140470,02/03/2017 05:30,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,4,10
JA140746,02/03/2017 18:07,THEFT,DEPARTMENT STORE,TRUE,FALSE,18,42
JA140692,02/03/2017 17:49,BATTERY,CTA PLATFORM,FALSE,FALSE,18,43
JA140805,02/03/2017 18:05,WEAPONS VIOLATION,RESIDENCE,TRUE,FALSE,5,34
JA140848,02/03/2017 19:30,BATTERY,STREET,FALSE,TRUE,4,10
JA140838,02/03/2017 16:30,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,9,11
JA140706,02/03/2017 16:30,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,1,42
JA140804,02/03/2017 19:39,CRIMINAL TRESPASS,SIDEWALK,TRUE,FALSE,3,5
JA140724,02/03/2017 18:20,ROBBERY,SMALL RETAIL STORE,FALSE,FALSE,8,18
JA140829,02/03/2017 07:30,THEFT,CTA GARAGE / OTHER PROPERTY,FALSE,FALSE,8,23
JA140846,02/03/2017 20:05,BATTERY,RESIDENCE,FALSE,TRUE,8,23
JA140768,02/03/2017 12:00,BATTERY,RESIDENCE,TRUE,TRUE,7,16
JA140808,02/03/2017 19:30,THEFT,GROCERY FOOD STORE,TRUE,FALSE,2,4
JA140667,02/03/2017 17:48,OTHER OFFENSE,STREET,FALSE,FALSE,2,3
JA140645,02/03/2017 09:45,BURGLARY,APARTMENT,FALSE,FALSE,2,4
JA140879,02/03/2017 20:00,THEFT,STREET,FALSE,FALSE,14,1
JA140764,01/21/2017 08:20:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,19,46
JA140871,02/03/2017 21:05,NARCOTICS,SIDEWALK,TRUE,FALSE,11,24
JA140835,02/03/2017 19:25,THEFT,APARTMENT,FALSE,FALSE,11,27
JA140616,02/03/2017 06:45,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,8,23
JA140498,02/03/2017 14:00,BATTERY,APARTMENT,FALSE,TRUE,4,8
JA140815,02/03/2017 19:35,NARCOTICS,STREET,TRUE,FALSE,10,24
JA140885,02/03/2017 15:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,18
JA140880,01/08/2017 22:30,OTHER OFFENSE,APARTMENT,FALSE,FALSE,9,12
JA140874,02/03/2017 21:00,ROBBERY,STREET,FALSE,FALSE,25,35
JA140833,02/03/2017 19:32,ARSON,APARTMENT,FALSE,FALSE,15,29
JA140819,02/03/2017 06:45,BURGLARY,APARTMENT,FALSE,FALSE,15,29
JA140820,02/03/2017 19:16,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,10,24
JA140889,02/03/2017 21:03,OTHER OFFENSE,STREET,FALSE,FALSE,8,14
JA140875,02/03/2017 20:24,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,6,21
JA140899,02/03/2017 12:00,OTHER OFFENSE,OTHER,FALSE,TRUE,6,21
JA140856,02/03/2017 19:50,BATTERY,RESIDENCE,FALSE,TRUE,15,29
JA140864,02/03/2017 13:10,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,1,2
JA140748,02/03/2017 18:25,THEFT,GAS STATION,FALSE,FALSE,11,24
JA140711,02/03/2017 18:20,CRIMINAL DAMAGE,STREET,FALSE,FALSE,11,28
JA140747,02/03/2017 16:30,PUBLIC PEACE VIOLATION,SIDEWALK,TRUE,FALSE,7,16
JA140757,02/03/2017 18:49,ASSAULT,SMALL RETAIL STORE,FALSE,FALSE,4,7
JA140863,02/03/2017 19:46,DECEPTIVE PRACTICE,ABANDONED BUILDING,TRUE,FALSE,8,17
JA140814,02/03/2017 19:00,BATTERY,CHA APARTMENT,FALSE,TRUE,4,10
JA140788,02/03/2017 18:23,THEFT,STREET,FALSE,FALSE,15,29
JA140839,01/31/2017 12:00:00 PM,THEFT,OTHER,FALSE,FALSE,11,28
JA140884,02/03/2017 21:12,OTHER OFFENSE,APARTMENT,FALSE,FALSE,3,5
JA140720,02/03/2017 17:20,WEAPONS VIOLATION,STREET,TRUE,FALSE,6,17
JA140847,02/01/2017 22:00,OBSCENITY,RESIDENCE,TRUE,FALSE,8,14
JA140811,02/02/2017 15:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,9,11
JA140902,02/03/2017 17:30,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,2,5
JA140897,02/03/2017 18:45,THEFT,APARTMENT,FALSE,FALSE,3,20
JA140305,01/27/2017 06:00:00 PM,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,9,11
JA140886,02/03/2017 21:00,THEFT,GROCERY FOOD STORE,FALSE,FALSE,20,40
JA140860,02/03/2017 20:40,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,7,17
JA140870,02/03/2017 20:55,ASSAULT,SIDEWALK,FALSE,FALSE,4,10
JA140862,02/03/2017 20:00,THEFT,MOVIE HOUSE/THEATER,TRUE,FALSE,18,42
JA140799,02/03/2017 19:06,CRIMINAL DAMAGE,STREET,FALSE,FALSE,2,4
JA140928,02/03/2017 19:00,THEFT,STREET,FALSE,FALSE,14,1
JA139780,02/02/2017 22:43,BATTERY,RESIDENCE,FALSE,TRUE,22,19
JA140882,02/03/2017 21:08,ROBBERY,APARTMENT,FALSE,FALSE,10,22
JA140892,02/03/2017 21:30,NARCOTICS,SIDEWALK,TRUE,FALSE,11,2
JA140876,02/03/2017 19:45,PROSTITUTION,STREET,TRUE,FALSE,11,28
JA140920,02/03/2017 21:58,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,11,28
JA140978,02/03/2017 21:30,PROSTITUTION,STREET,TRUE,FALSE,11,28
JA140977,02/03/2017 20:08,PROSTITUTION,SIDEWALK,TRUE,FALSE,11,28
JA140947,02/03/2017 21:00,BATTERY,STREET,FALSE,TRUE,8,15
JA140953,02/03/2017 22:15,THEFT,GAS STATION,TRUE,FALSE,7,16
JA140913,02/03/2017 21:43,ROBBERY,STREET,FALSE,FALSE,25,35
JA140904,02/03/2017 21:35,PUBLIC PEACE VIOLATION,DEPARTMENT STORE,FALSE,FALSE,25,37
JA140910,02/03/2017 21:40,THEFT,SIDEWALK,FALSE,FALSE,25,31
JA140966,02/03/2017 21:00,NARCOTICS,STREET,TRUE,FALSE,11,27
JA140877,02/03/2017 19:00,CRIM SEXUAL ASSAULT,HOTEL/MOTEL,FALSE,FALSE,18,42
JA140979,02/03/2017 22:30,CRIMINAL DAMAGE,STREET,FALSE,FALSE,12,27
JA140915,02/03/2017 21:18,THEFT,GROCERY FOOD STORE,TRUE,FALSE,18,42
JA140987,02/03/2017 22:30,NARCOTICS,SIDEWALK,TRUE,FALSE,12,27
JA140996,02/03/2017 23:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,17,33
JA140925,02/03/2017 21:55,ASSAULT,RESTAURANT,FALSE,FALSE,20,48
JA140990,02/03/2017 21:00,THEFT,STREET,FALSE,FALSE,14,1
JA140986,02/03/2017 20:00,THEFT,STREET,FALSE,FALSE,12,42
JA140959,02/03/2017 21:30,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,32
JA140894,02/03/2017 21:20,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,6,9
JA140836,02/03/2017 19:23,NARCOTICS,STREET,TRUE,FALSE,6,17
JA140935,02/03/2017 20:15,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,27
JA140939,02/03/2017 21:45,OTHER OFFENSE,STREET,TRUE,FALSE,22,21
JA140970,02/03/2017 22:38,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA140905,02/03/2017 20:59,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,5,9
JA140930,02/03/2017 20:57,NARCOTICS,STREET,TRUE,FALSE,11,27
JA140965,02/03/2017 22:05,NARCOTICS,STREET,TRUE,FALSE,11,24
JA141007,02/03/2017 23:08,OTHER OFFENSE,STREET,TRUE,FALSE,2,20
JA140917,02/03/2017 21:59,CRIMINAL DAMAGE,APARTMENT,TRUE,TRUE,24,50
JA141004,02/03/2017 21:45,BATTERY,STREET,TRUE,FALSE,10,22
JA141017,02/03/2017 20:30,CRIMINAL DAMAGE,BAR OR TAVERN,FALSE,FALSE,12,27
JA140995,02/03/2017 11:00,BURGLARY,RESIDENCE,FALSE,FALSE,20,40
JA140545,01/25/2017 01:00:00 PM,ASSAULT,OTHER,TRUE,TRUE,9,11
JA140971,02/03/2017 15:37,CRIMINAL DAMAGE,RESTAURANT,FALSE,FALSE,12,25
JA140916,02/03/2017 07:45,THEFT,RESIDENCE,FALSE,FALSE,4,10
JA140976,02/03/2017 18:00,THEFT,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,20,40
JA141002,02/03/2017 21:50,THEFT,CTA PLATFORM,FALSE,FALSE,1,42
JA140964,02/03/2017 21:48,THEFT,STREET,FALSE,FALSE,14,1
JA140903,02/03/2017 21:40,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,6,17
JA140932,02/03/2017 18:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,7,17
JA140994,02/03/2017 21:50,ROBBERY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,11,24
JA140992,02/03/2017 22:16,OTHER OFFENSE,STREET,TRUE,FALSE,5,9
JA140924,02/03/2017 20:45,THEFT,DEPARTMENT STORE,TRUE,FALSE,1,42
JA140852,02/03/2017 20:33,WEAPONS VIOLATION,STREET,TRUE,FALSE,6,21
JA140980,02/03/2017 22:02,NARCOTICS,APARTMENT,TRUE,FALSE,11,28
JA141026,02/03/2017 23:39,NARCOTICS,STREET,TRUE,FALSE,11,27
JA141008,02/03/2017 22:34,NARCOTICS,STREET,TRUE,FALSE,17,31
JA141001,02/03/2017 21:00,SEX OFFENSE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,11,28
JA141045,02/03/2017 21:45,BATTERY,SIDEWALK,FALSE,TRUE,19,32
JA140988,02/03/2017 22:02,WEAPONS VIOLATION,APARTMENT,TRUE,FALSE,11,28
JA140857,02/03/2017 19:46,WEAPONS VIOLATION,RESIDENCE,TRUE,FALSE,10,24
JA140943,02/03/2017 22:00,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,27
JA141029,02/03/2017 22:57,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,10,24
JA141122,02/04/2017 02:55,BATTERY,OTHER,TRUE,FALSE,5,9
JA140982,02/03/2017 22:30,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA141014,02/03/2017 23:15,BATTERY,CHA APARTMENT,FALSE,TRUE,5,9
JA141024,02/03/2017 21:00,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,1
JA141006,02/03/2017 23:00,CRIMINAL DAMAGE,STREET,TRUE,TRUE,25,31
JA140933,02/03/2017 22:09,BATTERY,STREET,FALSE,FALSE,4,10
JA141019,02/03/2017 20:30,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,1
JA140963,02/03/2017 22:46,WEAPONS VIOLATION,STREET,TRUE,FALSE,10,24
JA141060,02/03/2017 22:30,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,18,42
JA141058,02/03/2017 17:30,THEFT,STREET,FALSE,FALSE,18,42
JA141059,02/04/2017 00:02,BATTERY,APARTMENT,FALSE,TRUE,6,8
JA141061,02/04/2017 00:35,BATTERY,STREET,FALSE,TRUE,6,6
JA141025,02/03/2017 23:20,MOTOR VEHICLE THEFT,RESIDENCE,FALSE,FALSE,12,25
JA141048,02/03/2017 23:30,NARCOTICS,STREET,TRUE,FALSE,6,17
JA140975,02/03/2017 22:25,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA140872,02/03/2017 19:25,NARCOTICS,RESIDENCE,TRUE,FALSE,7,15
JA141036,02/03/2017 23:42,BATTERY,APARTMENT,FALSE,FALSE,14,26
JA140687,02/03/2017 15:00,BATTERY,APARTMENT,TRUE,TRUE,11,28
JA140393,02/03/2017 12:45,BURGLARY,APARTMENT,FALSE,FALSE,5,9
JA140817,02/03/2017 19:35,OTHER OFFENSE,STREET,TRUE,FALSE,5,9
JA141033,02/03/2017 23:49,CRIMINAL TRESPASS,APARTMENT,TRUE,TRUE,4,7
JA141052,02/04/2017 00:22,ASSAULT,SIDEWALK,TRUE,FALSE,4,10
JA141027,02/03/2017 23:20,CRIMINAL DAMAGE,GAS STATION,FALSE,FALSE,2,3
JA140926,02/03/2017 22:00,THEFT,RESIDENCE,FALSE,FALSE,7,17
JA141030,02/03/2017 23:20,CRIMINAL TRESPASS,CONVENIENCE STORE,FALSE,FALSE,9,16
JA141046,02/03/2017 22:00,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,8,14
JA140956,02/03/2017 18:00,THEFT,STREET,FALSE,FALSE,9,14
JA140938,02/03/2017 21:40,THEFT,DEPARTMENT STORE,FALSE,FALSE,9,3
JA141039,02/03/2017 23:35,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,44
JA141078,02/03/2017 22:30,THEFT,STREET,FALSE,FALSE,14,1
JA141083,02/03/2017 23:30,THEFT,STREET,FALSE,FALSE,12,27
JA140929,02/03/2017 17:50,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,1,42
JA141010,02/03/2017 23:21,THEFT,GAS STATION,FALSE,FALSE,8,18
JA140896,02/03/2017 15:50,BATTERY,PARK PROPERTY,FALSE,FALSE,8,16
JA141043,02/03/2017 23:38,BATTERY,APARTMENT,FALSE,TRUE,11,27
JA141090,02/03/2017 23:00,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,33
JA141087,02/03/2017 23:30,THEFT,STREET,FALSE,FALSE,18,42
JA141080,02/02/2017 21:45,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,5,9
JA141067,02/03/2017 23:41,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,1,3
JA141047,02/03/2017 23:50,BATTERY,APARTMENT,FALSE,TRUE,3,5
JA140993,02/03/2017 20:00,ASSAULT,RESIDENCE,TRUE,TRUE,14,35
JA141086,02/04/2017 01:29,CRIMINAL DAMAGE,RESIDENCE,TRUE,FALSE,19,44
JA141092,02/04/2017 00:15,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,27
JA141089,02/03/2017 18:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,18,43
JA141093,02/04/2017 01:13,WEAPONS VIOLATION,STREET,TRUE,FALSE,7,16
JA141084,02/04/2017 01:20,BATTERY,BAR OR TAVERN,TRUE,FALSE,18,42
JA141076,02/04/2017 01:24,BATTERY,RESIDENCE,TRUE,TRUE,25,37
JA141063,02/04/2017 00:30,BATTERY,STREET,FALSE,TRUE,6,8
JA141054,02/04/2017 00:20,CRIMINAL DAMAGE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1,42
JA141013,02/03/2017 23:13,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA141106,02/04/2017 02:20,CRIMINAL DAMAGE,RESIDENCE,FALSE,TRUE,20,40
JA140944,02/03/2017 22:00,BATTERY,APARTMENT,TRUE,TRUE,7,15
JA141114,02/04/2017 01:08,OTHER OFFENSE,OTHER,FALSE,FALSE,4,7
JA141096,02/04/2017 01:57,BATTERY,RESIDENCE,TRUE,TRUE,5,34
JA141070,02/04/2017 00:50,THEFT,SIDEWALK,FALSE,FALSE,24,49
JA141085,02/04/2017 01:05,ROBBERY,STREET,FALSE,FALSE,14,32
JA139831,02/03/2017 00:25,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,18,43
JA141042,02/03/2017 22:58,BATTERY,APARTMENT,FALSE,FALSE,14,1
JA141079,02/04/2017 01:21,BATTERY,STREET,FALSE,FALSE,15,29
JA141037,02/03/2017 17:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,6,6
JA141117,02/04/2017 02:30,ASSAULT,STREET,FALSE,FALSE,6,6
JA141104,02/04/2017 01:50,MOTOR VEHICLE THEFT,RESIDENCE,FALSE,TRUE,7,16
JA141108,02/04/2017 02:00,THEFT,CTA PLATFORM,FALSE,FALSE,20,48
JA141094,02/03/2017 19:00,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,16,38
JA141099,02/04/2017 02:00,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,11,28
JA141110,02/04/2017 02:25,ASSAULT,STREET,FALSE,FALSE,8,23
JA141113,02/04/2017 01:18,NARCOTICS,STREET,TRUE,FALSE,5,9
JA141088,02/04/2017 01:38,MOTOR VEHICLE THEFT,GAS STATION,FALSE,FALSE,8,18
JA141100,02/04/2017 01:55,CRIMINAL TRESPASS,RESIDENCE,FALSE,FALSE,16,41
JA141119,02/04/2017 02:59,THEFT,SIDEWALK,FALSE,FALSE,2,3
JA140998,02/03/2017 23:08,BATTERY,APARTMENT,FALSE,TRUE,2,3
JA141129,02/04/2017 02:35,BATTERY,CHA APARTMENT,FALSE,TRUE,2,4
JA141056,02/04/2017 00:10,BATTERY,SIDEWALK,FALSE,FALSE,15,29
JA141065,02/04/2017 00:06,THEFT,HOTEL/MOTEL,FALSE,FALSE,22,21
JA141091,02/04/2017 01:00,CRIMINAL DAMAGE,RESIDENCE,TRUE,FALSE,22,34
JA141112,02/04/2017 02:27,BATTERY,BAR OR TAVERN,TRUE,FALSE,24,40
JA140941,02/03/2017 20:00,BURGLARY,APARTMENT,FALSE,FALSE,3,20
JA141021,02/03/2017 23:18,ASSAULT,RESTAURANT,FALSE,FALSE,3,6
JA141062,02/04/2017 00:13,BATTERY,SIDEWALK,FALSE,FALSE,6,6
JA141147,02/04/2017 04:05,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,14,32
JA141016,02/03/2017 18:00,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,14,1
JA141150,02/04/2017 04:43,BATTERY,APARTMENT,FALSE,TRUE,25,30
JA141124,02/04/2017 03:00,BATTERY,RESIDENCE,FALSE,TRUE,7,15
JA141115,02/04/2017 02:00,BATTERY,STREET,FALSE,TRUE,7,6
JA141135,02/04/2017 03:35,ARSON,VEHICLE NON-COMMERCIAL,FALSE,FALSE,8,15
JA141156,02/04/2017 04:40,CRIMINAL DAMAGE,HOTEL/MOTEL,FALSE,FALSE,18,42
JA141095,02/03/2017 20:00,THEFT,APARTMENT,FALSE,FALSE,19,46
JA140370,02/02/2017 21:30,CRIMINAL DAMAGE,MEDICAL/DENTAL OFFICE,FALSE,FALSE,14,1
JA141132,02/04/2017 03:23,SEX OFFENSE,APARTMENT,FALSE,FALSE,9,11
JA140199,02/01/2017 16:00,THEFT,STREET,FALSE,FALSE,14,1
JA141153,02/04/2017 04:00,CRIMINAL DAMAGE,APARTMENT,TRUE,FALSE,3,5
JA140358,02/03/2017 12:00,BATTERY,APARTMENT,FALSE,TRUE,14,35
JA140227,02/01/2017 09:30,THEFT,STREET,FALSE,FALSE,14,32
JA141142,02/04/2017 03:24,NARCOTICS,SIDEWALK,TRUE,FALSE,8,13
JA141174,02/04/2017 05:40,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,15,37
JA141175,02/04/2017 05:15,THEFT,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,4,10
JA141179,02/04/2017 06:00,BATTERY,STREET,FALSE,FALSE,14,26
JA141183,02/02/2017 23:00,ASSAULT,BAR OR TAVERN,FALSE,FALSE,19,44
JA141151,02/04/2017 04:59,DECEPTIVE PRACTICE,STREET,FALSE,FALSE,3,7
JA141160,02/04/2017 04:30,BATTERY,STREET,FALSE,FALSE,10,24
JA141164,02/04/2017 05:20,BATTERY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,11,27
JA141155,02/04/2017 04:45,BATTERY,APARTMENT,FALSE,TRUE,10,24
JA141140,02/04/2017 02:31,CONCEALED CARRY LICENSE VIOLATION,STREET,TRUE,FALSE,16,38
JA141170,02/04/2017 05:28,ASSAULT,SIDEWALK,TRUE,FALSE,16,38
JA141166,02/04/2017 05:20,BATTERY,APARTMENT,TRUE,FALSE,15,29
JA141097,02/03/2017 22:15,BATTERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,4,8
JA141163,02/04/2017 05:29,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,FALSE,4,7
JA141197,02/03/2017 18:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,5,9
JA141201,02/03/2017 09:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,3,7
JA141178,02/04/2017 05:30,ASSAULT,APARTMENT,TRUE,TRUE,22,21
JA141202,02/04/2017 03:00,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,22,34
JA140130,02/03/2017 11:09,ASSAULT,DRUG STORE,FALSE,FALSE,1,42
JA139062,02/01/2017 09:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,2,3
JA141205,02/04/2017 03:00,CRIMINAL DAMAGE,STREET,FALSE,FALSE,16,45
JA141211,02/03/2017 19:00,THEFT,STREET,FALSE,FALSE,18,43
JA141207,01/04/2017 08:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,22,21
JA141161,02/04/2017 04:00,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2,3
JA141195,02/04/2017 00:00,CRIMINAL DAMAGE,STREET,FALSE,FALSE,25,30
JA141216,02/04/2017 07:55,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,12,27
JA141180,02/04/2017 05:46,BATTERY,APARTMENT,TRUE,TRUE,24,50
JA141196,02/04/2017 06:25,NARCOTICS,OTHER,TRUE,FALSE,12,25
JA141158,02/04/2017 05:00,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,TRUE,24,40
JA141199,02/04/2017 07:00,BATTERY,RESIDENCE,FALSE,TRUE,17,33
JA141222,01/25/2017 01:30:00 PM,ASSAULT,CHA APARTMENT,FALSE,FALSE,24,40
JA141168,02/04/2017 05:06,ASSAULT,ALLEY,TRUE,FALSE,4,8
JA140171,02/03/2017 02:00,BATTERY,BAR OR TAVERN,FALSE,TRUE,2,3
JA141233,02/03/2017 19:00,THEFT,STREET,FALSE,FALSE,6,8
JA140359,02/03/2017 07:48,BURGLARY,APARTMENT,FALSE,FALSE,6,8
JA141236,02/04/2017 07:46,THEFT,SIDEWALK,FALSE,FALSE,9,20
JA141194,02/04/2017 05:30,CRIMINAL TRESPASS,OTHER,TRUE,FALSE,12,27
JA141225,02/04/2017 08:00,ASSAULT,APARTMENT,FALSE,FALSE,7,17
JA141245,02/04/2017 08:55,THEFT,APARTMENT,FALSE,TRUE,8,15
JA141246,02/03/2017 17:52,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1,42
